name,bugfreq,bugrank
org.apache.hadoop.hive.ql.plan.Explain_java,13,931
org.apache.hadoop.hive.ql.plan.DropMacroDesc_java,0,0
org.apache.hadoop.hive.ql.parse.SplitSample_java,0,0
org.apache.hadoop.hive.ql.plan.CreateMacroDesc_java,0,0
org.apache.hadoop.hive.ql.plan.ColumnStatsDesc_java,6,2117
org.apache.hadoop.hive.ql.plan.LoadDesc_java,11,1145
org.apache.hadoop.hive.ql.plan.TableDesc_java,31,293
org.apache.hadoop.hive.ql.metadata.HiveStorageHandler_java,10,1283
org.apache.hadoop.hive.ql.plan.Statistics_java,17,654
org.apache.hadoop.hive.ql.plan.ColStatistics_java,9,1468
org.apache.hadoop.hive.ql.plan.AbstractOperatorDesc_java,28,355
org.apache.hadoop.hive.ql.plan.OperatorDesc_java,13,931
org.apache.hadoop.hive.ql.plan.DummyStoreDesc_java,0,0
org.apache.hadoop.hive.ql.plan.JoinCondDesc_java,8,1688
org.apache.hadoop.hive.ql.parse.JoinType_java,0,0
org.apache.hadoop.hive.ql.parse.JoinCond_java,0,0
org.apache.hadoop.hive.ql.plan.MapJoinDesc_java,58,115
org.apache.hadoop.hive.ql.plan.BucketMapJoinContext_java,8,1688
org.apache.hadoop.hive.ql.plan.ListSinkDesc_java,0,0
org.apache.hadoop.hive.ql.exec.Operator_java,145,24
org.apache.hadoop.hive.ql.plan.PartitionDesc_java,45,170
org.apache.hadoop.hive.ql.plan.VectorPartitionDesc_java,9,1468
org.apache.hadoop.hive.ql.plan.FetchWork_java,25,408
org.apache.hadoop.hive.ql.plan.MapredLocalWork_java,26,389
org.apache.hadoop.hive.ql.plan.FileSinkDesc_java,61,103
org.apache.hadoop.hive.ql.parse.QBJoinTree_java,25,408
org.apache.hadoop.hive.ql.plan.JoinDesc_java,45,170
org.apache.hadoop.hive.ql.io.HiveFileFormatUtils_java,54,130
org.apache.hadoop.hive.ql.plan.ptf.PTFExpressionDef_java,7,1897
org.apache.hadoop.hive.ql.plan.ptf.WindowFunctionDef_java,5,2390
org.apache.hadoop.hive.ql.plan.ptf.WindowExpressionDef_java,0,0
org.apache.hadoop.hive.ql.plan.ptf.PTFInputDef_java,5,2390
org.apache.hadoop.hive.ql.parse.TypeCheckCtx_java,18,612
org.apache.hadoop.hive.ql.plan.ptf.ShapeDetails_java,5,2390
org.apache.hadoop.hive.ql.plan.ptf.PartitionedTableFunctionDef_java,8,1688
org.apache.hadoop.hive.ql.plan.ptf.WindowTableFunctionDef_java,5,2390
org.apache.hadoop.hive.ql.plan.PTFDesc_java,17,654
org.apache.hadoop.hive.ql.parse.TableSample_java,6,2117
org.apache.hadoop.hive.ql.plan.TableScanDesc_java,59,111
org.apache.hadoop.hive.ql.plan.VectorReduceSinkInfo_java,6,2117
org.apache.hadoop.hive.ql.plan.ReduceSinkDesc_java,54,130
org.apache.hadoop.hive.ql.plan.VectorReduceSinkDesc_java,15,782
org.apache.hadoop.hive.ql.hooks.WriteEntity_java,31,293
org.apache.hadoop.hive.ql.plan.AlterTableDesc_java,47,159
org.apache.hadoop.hive.ql.plan.PrincipalDesc_java,5,2390
org.apache.hadoop.hive.ql.plan.PrivilegeObjectDesc_java,5,2390
org.apache.hadoop.hive.ql.plan.PrivilegeDesc_java,0,0
org.apache.hadoop.hive.ql.exec.SelectOperator_java,45,170
