name,bugfreq,bugrank
org.apache.hadoop.hive.ql.optimizer.calcite.reloperators.HiveMultiJoin_java,6,2117
org.apache.hadoop.hive.ql.optimizer.calcite.RelOptHiveTable_java,37,221
org.apache.hadoop.hive.ql.optimizer.calcite.reloperators.HiveProject_java,10,1283
org.apache.hadoop.hive.ql.optimizer.calcite.translator.ASTBuilder_java,24,428
org.apache.hadoop.hive.ql.optimizer.calcite.reloperators.HiveTableScan_java,20,546
org.apache.hadoop.hive.ql.optimizer.calcite.translator.PlanModifierUtil_java,5,2390
org.apache.hadoop.hive.ql.optimizer.calcite.HiveCalciteUtil_java,34,244
org.apache.hadoop.hive.ql.optimizer.calcite.translator.PlanModifierForASTConv_java,20,546
org.apache.hadoop.hive.ql.optimizer.calcite.reloperators.HiveJoin_java,21,513
org.apache.hadoop.hive.ql.optimizer.calcite.cost.HiveCostModel_java,8,1688
org.apache.hadoop.hive.ql.optimizer.calcite.cost.HiveDefaultCostModel_java,10,1283
org.apache.hadoop.hive.ql.optimizer.calcite.rules.HiveFilterProjectTransposeRule_java,6,2117
org.apache.hadoop.hive.ql.optimizer.calcite.rules.HiveSortJoinReduceRule_java,6,2117
org.apache.hadoop.hive.ql.optimizer.calcite.rules.HiveJoinToMultiJoinRule_java,9,1468
org.apache.hadoop.hive.ql.optimizer.calcite.rules.HiveFilterSortTransposeRule_java,0,0
org.apache.hadoop.hive.ql.optimizer.calcite.rules.HiveJoinAddNotNullRule_java,9,1468
org.apache.hadoop.hive.ql.optimizer.calcite.rules.HivePreFilteringRule_java,12,1040
org.apache.hadoop.hive.ql.optimizer.calcite.rules.HiveInsertExchange4JoinRule_java,11,1145
org.apache.hadoop.hive.ql.optimizer.calcite.rules.HiveJoinPushTransitivePredicatesRule_java,9,1468
org.apache.hadoop.hive.ql.optimizer.calcite.rules.HiveFilterAggregateTransposeRule_java,0,0
org.apache.hadoop.hive.ql.optimizer.calcite.rules.HiveSortProjectTransposeRule_java,6,2117
org.apache.hadoop.hive.ql.optimizer.calcite.rules.HiveSortMergeRule_java,0,0
org.apache.hadoop.hive.ql.optimizer.calcite.translator.PlanModifierForReturnPath_java,6,2117
org.apache.hadoop.hive.ql.optimizer.calcite.rules.HiveFilterSetOpTransposeRule_java,6,2117
org.apache.hadoop.hive.ql.optimizer.calcite.rules.HiveFilterJoinRule_java,6,2117
org.apache.hadoop.hive.ql.optimizer.calcite.stats.FilterSelectivityEstimator_java,8,1688
org.apache.hadoop.hive.ql.optimizer.calcite.stats.HiveRelMdSelectivity_java,9,1468
org.apache.hadoop.hive.ql.optimizer.calcite.stats.HiveRelMdDistinctRowCount_java,0,0
org.apache.hadoop.hive.ql.optimizer.calcite.cost.HiveOnTezCostModel_java,13,931
org.apache.hadoop.hive.ql.optimizer.calcite.cost.HiveAlgorithmsUtil_java,10,1283
org.apache.hadoop.hive.ql.optimizer.calcite.stats.HiveRelMdPredicates_java,15,782
org.apache.hadoop.hive.ql.optimizer.calcite.translator.HiveGBOpConvUtil_java,13,931
org.apache.hadoop.hive.ql.optimizer.calcite.translator.HiveOpConverter_java,56,120
org.apache.hadoop.hive.ql.parse.CalcitePlanner_java,213,13
