name,bugfreq,bugrank
org.apache.hadoop.hive.metastore.api.PartitionListComposingSpec_java,15,782
org.apache.hadoop.hive.metastore.api.Partition_java,47,159
org.apache.hive.hcatalog.messaging.MessageFactory_java,18,612
org.apache.hive.hcatalog.messaging.json.JSONMessageFactory_java,18,612
org.apache.hadoop.hive.metastore.partition.spec.PartitionListComposingSpecProxy_java,0,0
org.apache.hadoop.hive.metastore.partition.spec.CompositePartitionSpecProxy_java,5,2390
org.apache.hadoop.hive.metastore.partition.spec.PartitionSpecWithSharedSDProxy_java,0,0
org.apache.hadoop.hive.metastore.partition.spec.PartitionSpecProxy_java,0,0
org.apache.hadoop.hive.metastore.api.PartitionsByExprResult_java,31,293
org.apache.hadoop.hive.metastore.api.AddPartitionsRequest_java,33,255
org.apache.hadoop.hive.metastore.api.AddPartitionsResult_java,33,255
org.apache.hadoop.hive.metastore.api.DropPartitionsResult_java,30,311
org.apache.hadoop.hive.metastore.api.ThriftHiveMetastore_java,145,24
org.apache.hadoop.hive.metastore.RawStore_java,122,33
org.apache.hadoop.hive.metastore.IMetaStoreClient_java,161,20
org.apache.hadoop.hive.metastore.PartitionDropOptions_java,0,0
org.apache.hadoop.hive.metastore.Warehouse_java,81,71
org.apache.hadoop.hive.metastore.MetaStoreUtils_java,146,23
org.apache.hadoop.hive.metastore.events.DropTableEvent_java,5,2390
org.apache.hadoop.hive.metastore.events.AlterIndexEvent_java,0,0
org.apache.hadoop.hive.metastore.events.AddPartitionEvent_java,7,1897
org.apache.hadoop.hive.metastore.events.LoadPartitionDoneEvent_java,0,0
org.apache.hadoop.hive.metastore.events.DropPartitionEvent_java,6,2117
org.apache.hadoop.hive.metastore.events.AddIndexEvent_java,0,0
org.apache.hadoop.hive.metastore.events.AlterPartitionEvent_java,8,1688
org.apache.hadoop.hive.metastore.events.ConfigChangeEvent_java,0,0
org.apache.hadoop.hive.metastore.events.AlterTableEvent_java,7,1897
org.apache.hadoop.hive.metastore.events.DropDatabaseEvent_java,0,0
org.apache.hadoop.hive.metastore.events.CreateTableEvent_java,0,0
org.apache.hadoop.hive.metastore.events.InsertEvent_java,14,844
org.apache.hadoop.hive.metastore.events.CreateDatabaseEvent_java,0,0
org.apache.hadoop.hive.metastore.events.DropIndexEvent_java,0,0
org.apache.hadoop.hive.metastore.AlterHandler_java,13,931
org.apache.hadoop.hive.metastore.events.PreAddPartitionEvent_java,0,0
