name,bugfreq,bugrank
org.apache.hadoop.hive.metastore.TestRemoteHiveMetaStoreIpAddress_java,16,713
org.apache.hadoop.hive.metastore.TestRemoteUGIHiveMetaStoreIpAddress_java,0,0
org.apache.hadoop.hive.ql.security.TestAuthorizationPreEventListener_java,13,931
org.apache.hive.hcatalog.streaming.TestStreaming_java,51,144
org.apache.hive.hcatalog.streaming.StrictJsonWriter_java,11,1145
org.apache.hive.hcatalog.mapreduce.TestHCatPartitionPublish_java,21,513
org.apache.hadoop.hive.accumulo.TestAccumuloStorageHandler_java,6,2117
org.apache.hadoop.hive.accumulo.AccumuloStorageHandler_java,11,1145
org.apache.hadoop.hive.ql.TestDDLWithRemoteMetastoreSecondNamenode_java,11,1145
org.apache.hadoop.hive.ql.security.TestStorageBasedClientSideAuthorizationProvider_java,5,2390
org.apache.hadoop.hive.ql.security.TestClientSideAuthorizationProvider_java,13,931
org.apache.hive.hcatalog.templeton.TestWebHCatE2e_java,11,1145
org.apache.hadoop.hive.metastore.DummyMetaStoreInitListener_java,0,0
org.apache.hadoop.hive.metastore.TestMetaStoreInitListener_java,11,1145
org.apache.hadoop.hive.metastore.TestMetaStoreUtils_java,0,0
org.apache.hadoop.hive.ql.lockmgr.TestDummyTxnManager_java,12,1040
org.apache.hadoop.hive.ql.lockmgr.DummyTxnManager_java,31,293
org.apache.hadoop.hive.metastore.TestHiveMetaStoreWithEnvironmentContext_java,13,931
org.apache.hadoop.hive.ql.metadata.TestSemanticAnalyzerHookLoading_java,6,2117
org.apache.hive.hcatalog.pig.TestHCatLoaderEncryption_java,18,612
org.apache.hadoop.hive.ql.security.TestStorageBasedMetastoreAuthorizationProvider_java,7,1897
org.apache.hadoop.hive.ql.security.TestStorageBasedMetastoreAuthorizationProviderWithACL_java,9,1468
org.apache.hadoop.hive.ql.security.authorization.DefaultHiveMetastoreAuthorizationProvider_java,0,0
org.apache.hadoop.hive.ql.security.TestMetastoreAuthorizationProvider_java,18,612
org.apache.hive.hcatalog.api.HCatClientHMSImpl_java,16,713
org.apache.hadoop.hive.metastore.TestFilterHooks_java,16,713
org.apache.hadoop.hive.ql.security.TestMultiAuthorizationPreEventListener_java,8,1688
