name,bugfreq,bugrank
org.apache.hadoop.hive.ql.exec.UDFArgumentException_java,7,1897
org.apache.hadoop.hive.ql.exec.UDAF_java,8,1688
org.apache.hadoop.hive.ql.exec.UDAFEvaluatorResolver_java,6,2117
org.apache.hadoop.hive.ql.exec.UDAFEvaluator_java,0,0
org.apache.hadoop.hive.ql.exec.AmbiguousMethodException_java,8,1688
org.apache.hadoop.hive.ql.exec.DefaultUDAFEvaluatorResolver_java,8,1688
org.apache.hadoop.hive.ql.exec.DefaultUDFMethodResolver_java,6,2117
org.apache.hadoop.hive.ql.exec.UDFMethodResolver_java,7,1897
org.apache.hadoop.hive.ql.exec.UDFArgumentLengthException_java,0,0
org.apache.hadoop.hive.ql.exec.UDFArgumentTypeException_java,5,2390
org.apache.hadoop.hive.ql.udf.generic.GenericUDFUtils_java,25,408
org.apache.hadoop.hive.ql.udf.generic.GenericUDF_java,31,293
org.apache.hadoop.hive.ql.udf.generic.Collector_java,0,0
org.apache.hadoop.hive.ql.udf.generic.GenericUDTF_java,10,1283
org.apache.hadoop.hive.ql.udf.generic.GenericUDFMacro_java,0,0
org.apache.hadoop.hive.ql.udf.generic.GenericUDFBridge_java,16,713
org.apache.hadoop.hive.ql.udf.generic.GenericUDFBaseBinary_java,0,0
org.apache.hadoop.hive.ql.udf.generic.GenericUDFBaseCompare_java,10,1283
org.apache.hadoop.hive.ql.plan.ExprNodeGenericFuncDesc_java,29,331
org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPOr_java,10,1283
org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPAnd_java,9,1468
org.apache.hadoop.hive.ql.udf.SettableUDF_java,0,0
org.apache.hadoop.hive.ql.parse.TypeCheckProcFactory_java,121,34
org.apache.hadoop.hive.ql.exec.mr.ExecMapper_java,25,408
org.apache.hadoop.hive.ql.udf.generic.GenericUDFLeadLag_java,10,1283
org.apache.hadoop.hive.ql.io.orc.OrcInputFormat_java,161,20
org.apache.hadoop.hive.ql.exec.vector.VectorMapOperator_java,33,255
org.apache.hadoop.hive.ql.udf.generic.GenericUDFIn_java,8,1688
org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPNull_java,9,1468
org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPNotNull_java,9,1468
org.apache.hadoop.hive.ql.udf.generic.GenericUDFBetween_java,5,2390
