name,bugfreq,bugrank
org.apache.hadoop.hive.common.classification.InterfaceAudience_java,0,0
org.apache.hive.common.util.HiveStringUtils_java,21,513
org.apache.hive.common.HiveVersionAnnotation_java,0,0
org.apache.hive.common.util.HiveVersionInfo_java,5,2390
org.apache.hadoop.hive.conf.HiveConfUtil_java,12,1040
org.apache.hadoop.hive.conf.HiveConf_java,1175,1
org.apache.hadoop.hive.ql.security.authorization.plugin.HiveOperationType_java,42,185
org.apache.hive.hcatalog.common.HCatContext_java,6,2117
org.apache.hive.common.util.HiveTestUtils_java,5,2390
org.apache.hive.spark.client.metrics.ShuffleWriteMetrics_java,6,2117
org.apache.hive.spark.client.metrics.ShuffleReadMetrics_java,6,2117
org.apache.hive.spark.client.metrics.InputMetrics_java,7,1897
org.apache.hive.spark.client.metrics.DataReadMethod_java,0,0
org.apache.hive.spark.client.MetricsCollection_java,11,1145
org.apache.hive.spark.client.metrics.Metrics_java,10,1283
org.apache.hive.spark.client.rpc.RpcConfiguration_java,13,931
org.apache.hive.spark.client.rpc.SaslHandler_java,0,0
org.apache.hive.spark.client.rpc.RpcException_java,0,0
org.apache.hive.spark.client.rpc.RpcDispatcher_java,6,2117
org.apache.hive.spark.client.rpc.RpcServer_java,16,713
org.apache.hive.spark.client.rpc.Rpc_java,13,931
org.apache.hadoop.hive.metastore.txn.TxnHandler_java,143,27
org.apache.hadoop.hive.metastore.txn.TxnDbUtil_java,36,233
org.apache.hive.spark.client.JobHandle_java,9,1468
org.apache.hive.spark.counter.SparkCounterGroup_java,0,0
org.apache.hive.spark.counter.SparkCounters_java,5,2390
org.apache.hive.spark.counter.SparkCounter_java,0,0
org.apache.hive.spark.client.JobContext_java,12,1040
org.apache.hive.spark.client.Job_java,0,0
org.apache.hive.spark.client.SparkClient_java,12,1040
org.apache.hive.spark.client.SparkClientFactory_java,17,654
org.apache.hive.spark.client.RemoteDriver_java,32,275
org.apache.hadoop.hive.ql.security.authorization.plugin.HivePrivilegeObject_java,21,513
org.apache.hadoop.hive.ql.security.authorization.plugin.sqlstd.SQLPrivTypeGrant_java,0,0
org.apache.hadoop.hive.ql.security.authorization.plugin.sqlstd.SQLPrivilegeType_java,0,0
org.apache.hadoop.hive.ql.security.authorization.plugin.HiveAuthzPluginException_java,0,0
org.apache.hadoop.hive.ql.security.authorization.plugin.sqlstd.RequiredPrivileges_java,0,0
org.apache.hadoop.hive.serde2.lazy.LazySerDeParameters_java,10,1283
org.apache.hadoop.hive.serde2.lazy.objectinspector.primitive.LazyObjectInspectorParameters_java,0,0
org.apache.hadoop.hive.metastore.IMetaStoreClient_java,161,20
org.apache.hadoop.hive.metastore.PartitionDropOptions_java,0,0
org.apache.hadoop.hive.serde2.lazy.LazySimpleSerDe_java,32,275
