name,freq,rank
org.apache.hadoop.hive.ql.exec.vector.expressions.StringLength_java,11,368
org.apache.hadoop.hive.ql.exec.vector.expressions.CastStringToIntervalDayTime_java,11,368
org.apache.hadoop.hive.ql.exec.vector.expressions.LongColEqualLongColumn_java,11,368
org.apache.hadoop.hive.ql.security.authorization.plugin.HiveV1Authorizer_java,11,368
org.apache.hadoop.hive.ql.exec.vector.expressions.LongScalarLessEqualLongColumn_java,11,368
org.apache.hadoop.hive.ql.exec.vector.expressions.LongColGreaterEqualLongColumn_java,11,368
org.apache.hadoop.hive.ql.exec.vector.expressions.FilterDecimalColumnInList_java,11,368
org.apache.hadoop.hive.ql.exec.vector.expressions.aggregates.VectorUDAFCount_java,11,368
org.apache.hive.service.cli.thrift.ThriftHttpServlet_java,11,368
org.apache.hadoop.hive.cli.TestCliDriverMethods_java,11,368
org.apache.hadoop.hive.ql.exec.vector.expressions.IfExprStringScalarStringScalar_java,11,368
org.apache.hadoop.hive.ql.hooks.Entity_java,11,368
org.apache.hadoop.hive.metastore.RetryingHMSHandler_java,11,368
org.apache.hadoop.hive.ql.exec.vector.expressions.VectorUDFTimestampFieldString_java,11,368
org.apache.hadoop.hive.ql.exec.vector.expressions.StringGroupColConcatStringScalar_java,11,368
org.apache.hadoop.hive.ql.exec.vector.expressions.LongColNotEqualLongScalar_java,11,368
org.apache.hadoop.hive.ql.exec.vector.expressions.StringColumnInList_java,11,368
org.apache.hadoop.hive.ql.exec.vector.expressions.StringSubstrColStartLen_java,11,368
org.apache.hadoop.hive.ql.exec.vector.expressions.FuncRoundWithNumDigitsDecimalToDecimal_java,11,368
org.apache.hadoop.hive.llap.cli.LlapOptionsProcessor_java,11,368
org.apache.hadoop.hive.ql.exec.vector.mapjoin.fast.VectorMapJoinFastLongHashTable_java,11,368
org.apache.hadoop.hive.ql.udf.UDFToBoolean_java,11,368
org.apache.hadoop.hive.ql.exec.vector.expressions.LongColGreaterEqualLongScalar_java,11,368
org.apache.hive.jdbc.HiveQueryResultSet_java,11,368
org.apache.hadoop.hive.ql.exec.mr.ExecMapper_java,11,368
org.apache.hadoop.hive.ql.exec.vector.expressions.StringGroupConcatColCol_java,11,368
org.apache.hadoop.hive.ql.exec.vector.expressions.LongColLessEqualLongColumn_java,11,368
org.apache.hadoop.hive.ql.exec.vector.expressions.LongColLessLongColumn_java,11,368
org.apache.hadoop.hive.ql.plan.HashTableSinkDesc_java,11,368
org.apache.hadoop.hive.ql.exec.vector.expressions.LongColLessLongScalar_java,11,368
org.apache.hadoop.hive.ql.hooks.WriteEntity_java,11,368
org.apache.hadoop.hive.ql.exec.vector.expressions.LongScalarNotEqualLongColumn_java,11,368
org.apache.hadoop.hive.ql.exec.vector.expressions.LongScalarGreaterLongColumn_java,11,368
org.apache.hadoop.hive.ql.plan.OpTraits_java,11,368
org.apache.hadoop.hive.ql.TestMTQueries_java,11,368
org.apache.hadoop.hive.ql.parse.MapReduceCompiler_java,11,368
org.apache.hadoop.hive.ql.exec.vector.expressions.IfExprStringGroupColumnStringGroupColumn_java,11,368
org.apache.hadoop.hive.ql.exec.vector.expressions.LongColGreaterLongScalar_java,11,368
org.apache.hadoop.hive.llap.daemon.MiniLlapCluster_java,11,368
org.apache.hadoop.hive.ql.plan.CreateTableDesc_java,11,368
org.apache.hadoop.hive.ql.exec.vector.expressions.LongColNotEqualLongColumn_java,11,368
org.apache.hadoop.hive.ql.io.parquet.convert.ETypeConverter_java,11,368
org.apache.hadoop.hive.thrift.HadoopThriftAuthBridge_java,11,368
org.apache.hadoop.hive.ql.exec.vector.expressions.LongColGreaterLongColumn_java,10,427
org.apache.hadoop.hive.ql.optimizer.calcite.translator.ASTBuilder_java,10,427
org.apache.hadoop.hive.ql.metadata.TestHiveMetaStoreChecker_java,10,427
org.apache.hadoop.hive.ql.exec.vector.mapjoin.VectorMapJoinInnerStringOperator_java,10,427
org.apache.hadoop.hive.serde2.WriteBuffers_java,10,427
org.apache.hadoop.hive.ql.exec.vector.mapjoin.VectorMapJoinInnerMultiKeyOperator_java,10,427
org.apache.hadoop.hive.ql.exec.vector.expressions.LongScalarDivideLongColumn_java,10,427
org.apache.hadoop.hive.metastore.api.SerDeInfo_java,10,427
org.apache.hadoop.hive.ql.exec.vector.mapjoin.VectorMapJoinInnerBigOnlyLongOperator_java,10,427
org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorConverter_java,10,427
org.apache.hadoop.mapred.WebHCatJTShim23_java,10,427
org.apache.hadoop.hive.ql.exec.persistence.MapJoinTableContainerSerDe_java,10,427
org.apache.hadoop.hive.ql.exec.vector.mapjoin.VectorMapJoinInnerBigOnlyMultiKeyOperator_java,10,427
org.apache.hadoop.hive.serde2.ColumnProjectionUtils_java,10,427
org.apache.hadoop.hive.ql.udf.UDFToFloat_java,10,427
org.apache.hadoop.hive.metastore.api.SkewedInfo_java,10,427
org.apache.hadoop.hive.ql.exec.vector.expressions.IfExprStringGroupColumnStringScalar_java,10,427
org.apache.hadoop.hive.ql.io.parquet.read.DataWritableReadSupport_java,10,427
org.apache.hadoop.hive.metastore.parser.ExpressionTree_java,10,427
org.apache.hadoop.hive.ql.exec.vector.expressions.CastLongToDate_java,10,427
org.apache.hive.hcatalog.common.HCatUtil_java,10,427
org.apache.hadoop.hive.ql.plan.MapredLocalWork_java,10,427
org.apache.hadoop.hive.ql.security.authorization.AuthorizationUtils_java,10,427
org.apache.hadoop.hive.metastore.api.Index_java,10,427
org.apache.hadoop.hive.ql.metadata.formatting.JsonMetaDataFormatter_java,10,427
org.apache.hadoop.hive.ql.exec.vector.expressions.StringSubstrColStart_java,10,427
org.apache.hadoop.hive.ql.exec.vector.expressions.LongColDivideLongColumn_java,10,427
org.apache.hive.hcatalog.templeton.tool.TempletonControllerJob_java,10,427
org.apache.hadoop.hive.ql.security.authorization.plugin.HiveAuthorizer_java,10,427
org.apache.hadoop.hive.ql.exec.vector.expressions.TestVectorArithmeticExpressions_java,10,427
org.apache.hadoop.hive.ql.plan.SelectDesc_java,10,427
org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPEqual_java,10,427
org.apache.hadoop.hive.ql.exec.vector.expressions.LongColumnInList_java,10,427
org.apache.hadoop.hive.ql.exec.vector.VectorColumnAssignFactory_java,10,427
org.apache.hadoop.hive.ql.exec.vector.expressions.FuncDoubleToDecimal_java,10,427
org.apache.hive.service.auth.LdapAuthenticationProviderImpl_java,10,427
org.apache.hadoop.hive.ql.exec.vector.expressions.FuncLongToDecimal_java,10,427
org.apache.hadoop.hive.ql.exec.vector.expressions.IfExprDoubleColumnDoubleColumn_java,10,427
org.apache.hadoop.hive.ql.exec.vector.expressions.IsNull_java,10,427
org.apache.hive.service.cli.thrift.ThriftBinaryCLIService_java,10,427
org.apache.hadoop.hive.ql.lib.DefaultGraphWalker_java,10,427
org.apache.hadoop.hive.ql.exec.LimitOperator_java,10,427
org.apache.hadoop.hive.ql.optimizer.pcr.PcrExprProcFactory_java,10,427
org.apache.hadoop.hive.ql.exec.vector.expressions.StringUnaryUDF_java,10,427
org.apache.hadoop.hive.ql.plan.FilterDesc_java,10,427
org.apache.hadoop.hive.ql.exec.JoinUtil_java,10,427
org.apache.hadoop.hive.ql.exec.vector.mapjoin.VectorMapJoinLeftSemiMultiKeyOperator_java,10,427
org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPGreaterThan_java,10,427
org.apache.hadoop.hive.ql.io.parquet.serde.ParquetHiveSerDe_java,10,427
org.apache.hadoop.hive.ql.exec.vector.expressions.LongColEqualLongScalar_java,10,427
org.apache.hadoop.hive.serde2.lazy.LazySimpleSerDe_java,10,427
org.apache.hadoop.hive.ql.optimizer.correlation.ReduceSinkDeDuplication_java,10,427
org.apache.hadoop.hive.ql.parse.ASTNode_java,10,427
org.apache.hadoop.hive.llap.shufflehandler.ShuffleHandler_java,10,427
org.apache.hadoop.hive.ql.txn.compactor.CompactorTest_java,10,427
org.apache.hadoop.hive.ql.exec.vector.mapjoin.VectorMapJoinInnerLongOperator_java,10,427
org.apache.hadoop.hive.ql.QueryPlan_java,10,427
org.apache.hadoop.hive.ql.exec.vector.expressions.AbstractFilterStringColLikeStringScalar_java,10,427
org.apache.hadoop.hive.ql.exec.vector.mapjoin.VectorMapJoinLeftSemiStringOperator_java,10,427
org.apache.hadoop.hive.ql.exec.vector.expressions.aggregates.VectorUDAFCountStar_java,10,427
org.apache.hadoop.hive.ql.optimizer.physical.LocalMapJoinProcFactory_java,10,427
org.apache.hadoop.hive.ql.optimizer.physical.SortMergeJoinTaskDispatcher_java,10,427
org.apache.hadoop.hive.ql.exec.vector.expressions.IfExprStringScalarStringGroupColumn_java,10,427
org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPEqualOrGreaterThan_java,10,427
org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPNotEqual_java,10,427
org.apache.hadoop.hive.ql.udf.generic.TestGenericUDFOPDivide_java,10,427
org.apache.hadoop.hive.llap.cache.TestLowLevelLrfuCachePolicy_java,10,427
org.apache.hadoop.hive.ql.exec.vector.mapjoin.VectorMapJoinLeftSemiLongOperator_java,10,427
org.apache.hadoop.hive.ql.optimizer.physical.MetadataOnlyOptimizer_java,10,427
org.apache.hadoop.hive.ql.exec.vector.expressions.StructColumnInList_java,10,427
org.apache.hadoop.hive.ql.exec.vector.expressions.LongScalarLessLongColumn_java,10,427
org.apache.hadoop.hive.ql.exec.vector.expressions.TestVectorStringExpressions_java,10,427
org.apache.hadoop.hive.ql.exec.vector.expressions.aggregates.VectorAggregateExpression_java,10,427
org.apache.hadoop.hive.ql.parse.PTFTranslator_java,10,427
org.apache.hadoop.hive.ql.exec.vector.mapjoin.VectorMapJoinInnerBigOnlyStringOperator_java,10,427
org.apache.hadoop.hive.ql.plan.VectorReduceSinkDesc_java,10,427
org.apache.hive.http.HttpServer_java,10,427
org.apache.hadoop.hive.ql.metadata.VirtualColumn_java,10,427
org.apache.hadoop.hive.ql.exec.vector.expressions.LongColDivideLongScalar_java,10,427
org.apache.hadoop.hive.ql.io.BucketizedHiveInputFormat_java,10,427
org.apache.hadoop.hive.ql.exec.vector.expressions.FilterStructColumnInList_java,10,427
org.apache.hadoop.hive.ql.exec.OrcFileMergeOperator_java,10,427
org.apache.hadoop.hive.ql.optimizer.physical.LlapDecider_java,10,427
org.apache.hadoop.hive.ql.exec.vector.TestVectorSerDeRow_java,10,427
org.apache.hadoop.hive.metastore.api.GetOpenTxnsResponse_java,10,427
org.apache.hadoop.hive.ql.exec.vector.expressions.LongColLessEqualLongScalar_java,10,427
org.apache.hadoop.hive.ql.udf.UDFToLong_java,10,427
org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPLessThan_java,10,427
org.apache.hadoop.hive.ql.exec.persistence.HashMapWrapper_java,10,427
org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPEqualOrLessThan_java,10,427
org.apache.hadoop.hive.ant.QTestGenTask_java,10,427
org.apache.hadoop.hive.ql.exec.vector.mapjoin.VectorMapJoinOuterStringOperator_java,9,518
org.apache.hadoop.hive.ql.exec.vector.expressions.LongToStringUnaryUDF_java,9,518
org.apache.hadoop.hive.metastore.api.PartitionsStatsRequest_java,9,518
org.apache.hadoop.hive.serde2.objectinspector.ObjectInspectorFactory_java,9,518
org.apache.hadoop.hive.ql.exec.vector.expressions.aggregates.VectorUDAFAvgDecimal_java,9,518
org.apache.hadoop.hive.serde2.lazybinary.LazyBinaryUtils_java,9,518
org.apache.hadoop.hive.llap.daemon.services.impl.LlapWebServices_java,9,518
org.apache.hadoop.hive.ql.exec.vector.expressions.FilterExprAndExpr_java,9,518
org.apache.hadoop.hive.ql.security.authorization.plugin.HiveAuthorizerImpl_java,9,518
org.apache.hadoop.hive.ql.io.IOContext_java,9,518
org.apache.hadoop.hive.ql.exec.vector.expressions.CastDecimalToTimestamp_java,9,518
org.apache.hive.hcatalog.common.HiveClientCache_java,9,518
org.apache.hive.jdbc.HiveBaseResultSet_java,9,518
org.apache.hive.hcatalog.pig.HCatLoader_java,9,518
org.apache.hadoop.hive.ql.exec.vector.mapjoin.VectorMapJoinOuterMultiKeyOperator_java,9,518
org.apache.hadoop.hive.ql.exec.MapredContext_java,9,518
org.apache.hadoop.hive.ql.parse.QBSubQuery_java,9,518
org.apache.hadoop.hive.ql.io.parquet.write.DataWritableWriter_java,9,518
org.apache.hadoop.hive.ql.optimizer.unionproc.UnionProcFactory_java,9,518
org.apache.hadoop.hive.ql.exec.vector.DecimalColumnVector_java,9,518
org.apache.hadoop.hive.metastore.api.AddPartitionsRequest_java,9,518
org.apache.hadoop.hive.ql.exec.tez.DynamicPartitionPruner_java,9,518
org.apache.hadoop.hive.ql.exec.vector.expressions.FilterStringColumnInList_java,9,518
org.apache.hadoop.hive.ql.exec.CopyTask_java,9,518
org.apache.hadoop.hive.ql.exec.vector.expressions.MathFuncLongToDouble_java,9,518
org.apache.hadoop.hive.ql.exec.vector.expressions.DoubleColumnInList_java,9,518
org.apache.hive.hcatalog.templeton.HiveDelegator_java,9,518
org.apache.hadoop.hive.ql.exec.vector.expressions.NotCol_java,9,518
org.apache.hadoop.hive.ql.exec.vector.VectorizedRowBatch_java,9,518
org.apache.hadoop.hive.ql.udf.generic.GenericUDFUtils_java,9,518
org.apache.hadoop.hive.ql.exec.vector.VectorFileSinkOperator_java,9,518
org.apache.hadoop.hive.ql.exec.mr.ExecReducer_java,9,518
org.apache.hadoop.hive.ql.exec.vector.mapjoin.VectorMapJoinOuterLongOperator_java,9,518
org.apache.hadoop.hive.ql.plan.PTFDeserializer_java,9,518
org.apache.hadoop.hive.ql.exec.vector.VectorColumnSetInfo_java,9,518
org.apache.hadoop.hive.ql.exec.TopNHash_java,9,518
org.apache.hadoop.hive.ql.exec.vector.expressions.CastStringToDate_java,9,518
org.apache.hadoop.hive.ql.plan.JoinDesc_java,9,518
org.apache.hive.beeline.TestSchemaTool_java,9,518
org.apache.hadoop.hive.ql.exec.vector.expressions.CastStringToIntervalYearMonth_java,9,518
org.apache.hadoop.hive.metastore.api.PartitionsStatsResult_java,9,518
org.apache.hadoop.hive.ql.io.parquet.timestamp.NanoTimeUtils_java,9,518
org.apache.hadoop.hive.ql.exec.vector.expressions.IsNotNull_java,9,518
org.apache.hadoop.hive.ql.exec.vector.expressions.FuncDecimalToDouble_java,9,518
org.apache.hadoop.hive.llap.daemon.impl.AMReporter_java,9,518
org.apache.hadoop.hive.ql.plan.MergeJoinWork_java,9,518
org.apache.hive.hcatalog.mapreduce.FosterStorageHandler_java,9,518
org.apache.hadoop.hive.llap.cache.TestLowLevelCacheImpl_java,9,518
org.apache.hadoop.hive.ql.io.orc.Reader_java,9,518
org.apache.hadoop.hive.ql.io.sarg.ConvertAstToSearchArg_java,9,518
org.apache.hadoop.hive.ql.exec.vector.expressions.MathFuncLongToLong_java,9,518
org.apache.hadoop.hive.ql.security.authorization.plugin.sqlstd.SQLAuthorizationUtils_java,9,518
org.apache.hadoop.hive.ql.optimizer.SkewJoinOptimizer_java,9,518
org.apache.hadoop.hive.ql.lockmgr.DummyTxnManager_java,9,518
org.apache.hadoop.hive.ql.plan.PTFDesc_java,9,518
org.apache.hadoop.hive.ql.exec.vector.expressions.FilterLongColumnInList_java,9,518
org.apache.hive.hcatalog.mapreduce.FileOutputCommitterContainer_java,9,518
org.apache.hadoop.hive.ql.io.orc.OrcOutputFormat_java,9,518
org.apache.hadoop.hive.service.ThriftHive_java,9,518
org.apache.hadoop.hive.ql.exec.vector.expressions.StringUnaryUDFDirect_java,9,518
org.apache.hadoop.hive.ql.io.parquet.read.ParquetRecordReaderWrapper_java,9,518
org.apache.hadoop.hive.ql.optimizer.SortedMergeBucketMapJoinOptimizer_java,9,518
org.apache.hive.service.cli.CLIServiceTest_java,9,518
org.apache.hadoop.hive.ql.exec.StatsNoJobTask_java,9,518
org.apache.hadoop.hive.common.JavaUtils_java,9,518
org.apache.hadoop.hive.metastore.api.TableStatsResult_java,9,518
org.apache.hadoop.hive.ql.exec.vector.expressions.MathFuncDoubleToDouble_java,9,518
org.apache.hadoop.hive.ql.exec.ColumnInfo_java,9,518
org.apache.hive.beeline.TestBeelineArgParsing_java,9,518
org.apache.hadoop.hive.ql.exec.vector.expressions.DecimalToStringUnaryUDF_java,9,518
org.apache.hadoop.hive.llap.daemon.impl.QueryInfo_java,9,518
org.apache.hadoop.hive.ql.security.FolderPermissionBase_java,9,518
org.apache.hadoop.hive.ql.exec.vector.expressions.FilterExprOrExpr_java,9,518
org.apache.hadoop.hive.metastore.MetaStoreSchemaInfo_java,9,518
org.apache.hadoop.hive.ql.io.orc.encoded.Reader_java,9,518
org.apache.hadoop.hive.ql.exec.spark.SparkMapRecordHandler_java,9,518
org.apache.hive.jdbc.HivePreparedStatement_java,9,518
org.apache.hadoop.hive.ql.optimizer.AbstractBucketJoinProc_java,9,518
org.apache.hadoop.hive.ql.exec.AbstractFileMergeOperator_java,9,518
org.apache.hadoop.hive.ql.parse.FunctionSemanticAnalyzer_java,9,518
org.apache.hadoop.hive.llap.cache.LowLevelFifoCachePolicy_java,9,518
org.apache.hive.beeline.HiveSchemaHelper_java,9,518
org.apache.hadoop.hive.metastore.api.ColumnStatistics_java,9,518
org.apache.hadoop.hive.ql.exec.TaskRunner_java,9,518
org.apache.hadoop.hive.ql.exec.vector.BytesColumnVector_java,9,518
org.apache.hadoop.hive.ql.exec.SerializationUtilities_java,9,518
org.apache.hadoop.hive.serde2.objectinspector.primitive.TestPrimitiveObjectInspectorUtils_java,9,518
org.apache.hadoop.hive.ql.io.orc.TreeReaderFactory_java,9,518
org.apache.hadoop.hive.metastore.api.TableStatsRequest_java,9,518
org.apache.hadoop.hive.metastore.api.AddPartitionsResult_java,9,518
org.apache.hadoop.hive.ql.exec.vector.expressions.FuncLongToString_java,9,518
org.apache.hadoop.hive.serde2.objectinspector.TestObjectInspectorConverters_java,9,518
org.apache.hadoop.hive.metastore.api.EnvironmentContext_java,9,518
org.apache.orc.impl.WriterImpl_java,8,611
org.apache.hadoop.hive.hbase.HBaseTestSetup_java,8,611
org.apache.hadoop.hive.ql.udf.generic.GenericUDAFCount_java,8,611
org.apache.hadoop.hive.ql.udf.generic.GenericUDFOPMod_java,8,611
org.apache.hadoop.hive.ql.plan.AlterTableDesc_java,8,611
org.apache.hive.common.util.DateUtils_java,8,611
org.apache.hadoop.hive.ql.optimizer.calcite.translator.PlanModifierForASTConv_java,8,611
org.apache.hadoop.hive.ql.udf.UDFToDouble_java,8,611
org.apache.hadoop.hive.ql.exec.vector.expressions.CastDecimalToChar_java,8,611
org.apache.hadoop.hive.ql.exec.vector.VectorSerializeRow_java,8,611
org.apache.hadoop.hive.metastore.tools.HiveMetaTool_java,8,611
org.apache.hadoop.hive.ql.security.authorization.plugin.TestHiveAuthorizerShowFilters_java,8,611
org.apache.hadoop.hive.metastore.api.FieldSchema_java,8,611
org.apache.hadoop.hive.ql.io.TestSymlinkTextInputFormat_java,8,611
org.apache.hadoop.hive.ql.exec.TestPlan_java,8,611
org.apache.hadoop.hive.serde2.avro.AvroSerdeUtils_java,8,611
org.apache.hadoop.hive.ql.parse.ProcessAnalyzeTable_java,8,611
org.apache.hadoop.hive.ql.ppd.PredicatePushDown_java,8,611
org.apache.hadoop.hive.metastore.api.Function_java,8,611
org.apache.hive.hcatalog.templeton.LauncherDelegator_java,8,611
org.apache.hadoop.hive.ql.parse.ExportSemanticAnalyzer_java,8,611
org.apache.hadoop.hive.ql.udf.UDFJson_java,8,611
org.apache.hadoop.hive.ql.exec.vector.mapjoin.optimized.VectorMapJoinOptimizedCreateHashTable_java,8,611
org.apache.hadoop.hive.ql.session.TestSessionState_java,8,611
org.apache.hadoop.hive.metastore.api.ShowCompactResponse_java,8,611
org.apache.hadoop.hive.serde2.io.HiveDecimalWritable_java,8,611
org.apache.hadoop.hive.ql.optimizer.physical.CommonJoinResolver_java,8,611
org.apache.hadoop.hive.ql.index.bitmap.BitmapIndexHandler_java,8,611
org.apache.hadoop.hive.ql.io.HdfsUtils_java,8,611
org.apache.hadoop.hive.ql.exec.vector.expressions.PosModDoubleToDouble_java,8,611
org.apache.hadoop.hive.ql.exec.vector.expressions.SelectColumnIsFalse_java,8,611
org.apache.hadoop.hive.ql.TestLocationQueries_java,8,611
org.apache.hive.service.cli.operation.HiveCommandOperation_java,8,611
org.apache.hadoop.hive.ql.exec.vector.expressions.FilterScalarOrColumn_java,8,611
org.apache.hadoop.hive.ql.exec.mr.HashTableLoader_java,8,611
org.apache.hadoop.hive.ql.txn.compactor.TestCleaner_java,8,611
org.apache.hadoop.hive.ql.txn.compactor.TestInitiator_java,8,611
org.apache.hadoop.hive.ql.exec.AppMasterEventOperator_java,8,611
org.apache.hadoop.hive.ql.plan.DDLWork_java,8,611
org.apache.hadoop.hive.ql.exec.vector.expressions.NullUtil_java,8,611
org.apache.hadoop.hive.ql.security.authorization.plugin.HivePrivilegeObject_java,8,611
org.apache.hadoop.hive.ql.exec.vector.expressions.TestVectorLogicalExpressions_java,8,611
org.apache.hadoop.hive.ql.plan.ConditionalResolverCommonJoin_java,8,611
org.apache.hadoop.hive.ql.exec.vector.expressions.FilterDoubleColumnInList_java,8,611
org.apache.hadoop.hive.serde2.lazybinary.LazyBinarySerDe_java,8,611
org.apache.hadoop.hive.ql.exec.vector.expressions.PosModLongToLong_java,8,611
org.apache.hadoop.hive.metastore.api.ShowLocksResponse_java,8,611
org.apache.hadoop.hive.ql.exec.vector.VectorizationContextRegion_java,8,611
org.apache.hadoop.hive.ql.stats.fs.FSStatsPublisher_java,8,611
org.apache.hadoop.hive.ql.optimizer.physical.NullScanTaskDispatcher_java,8,611
org.apache.hadoop.hive.ql.exec.LateralViewJoinOperator_java,8,611
org.apache.hadoop.hive.llap.cache.MemoryManager_java,8,611
org.apache.hadoop.hive.ql.exec.vector.expressions.CastDoubleToDecimal_java,8,611
org.apache.hadoop.hive.ql.exec.vector.expressions.IdentityExpression_java,8,611
org.apache.hadoop.hive.ql.exec.vector.expressions.SelectColumnIsNull_java,8,611
org.apache.hadoop.hive.metastore.api.PartitionsByExprResult_java,8,611
org.apache.hadoop.hive.ql.plan.Explain_java,8,611
org.apache.hadoop.hive.ql.lockmgr.HiveLockObject_java,8,611
org.apache.hadoop.hive.ql.exec.vector.VectorAssignRow_java,8,611
org.apache.hadoop.hive.ql.exec.DemuxOperator_java,8,611
org.apache.hadoop.hive.ql.exec.vector.expressions.FilterScalarAndColumn_java,8,611
org.apache.hadoop.hive.metastore.api.LockRequest_java,8,611
org.apache.hadoop.hive.metastore.txn.TestCompactionTxnHandler_java,8,611
org.apache.hadoop.hive.metastore.api.PrincipalPrivilegeSet_java,8,611
org.apache.hive.hcatalog.templeton.JarDelegator_java,8,611
org.apache.hadoop.hive.metastore.api.AddDynamicPartitions_java,8,611
org.apache.hadoop.hive.ql.parse.QB_java,8,611
org.apache.hadoop.hive.common.type.TestDecimal128_java,8,611
org.apache.hadoop.hive.ql.exec.SecureCmdDoAs_java,8,611
org.apache.hadoop.hive.ql.security.authorization.plugin.sqlstd.SQLStdHiveAuthorizationValidatorForTest_java,8,611
org.apache.hadoop.hive.ql.exec.vector.expressions.FilterColOrScalar_java,8,611
org.apache.hadoop.hive.ql.exec.vector.ColumnVector_java,8,611
org.apache.hadoop.hive.ql.udf.generic.GenericUDF_java,8,611
org.apache.hadoop.hive.ql.io.merge.MergeFileTask_java,8,611
org.apache.hadoop.hive.ql.exec.spark.session.SparkSessionManagerImpl_java,8,611
org.apache.hadoop.hive.ql.exec.vector.expressions.CastDecimalToVarChar_java,8,611
org.apache.hadoop.hive.ql.parse.authorization.HiveAuthorizationTaskFactoryImpl_java,8,611
org.apache.hadoop.hive.ql.exec.ForwardOperator_java,8,611
org.apache.hadoop.hive.metastore.api.GetOpenTxnsInfoResponse_java,8,611
org.apache.hadoop.hive.ql.exec.vector.expressions.SelectColumnIsTrue_java,8,611
org.apache.hadoop.hive.llap.io.decode.EncodedDataConsumer_java,8,611
org.apache.hadoop.hive.common.type.Decimal128_java,8,611
org.apache.hadoop.hive.ql.plan.LimitDesc_java,8,611
org.apache.hadoop.hive.llap.io.metadata.OrcStripeMetadata_java,8,611
org.apache.hive.service.cli.session.TestSessionManagerMetrics_java,8,611
org.apache.hadoop.hive.serde2.lazy.objectinspector.primitive.LazyPrimitiveObjectInspectorFactory_java,8,611
org.apache.hadoop.hive.serde2.binarysortable.TestBinarySortableFast_java,8,611
org.apache.hadoop.hive.ql.exec.spark.LocalHiveSparkClient_java,8,611
org.apache.hadoop.hive.ql.exec.vector.expressions.FilterColAndScalar_java,8,611
org.apache.hadoop.hive.ql.security.TestMetastoreAuthorizationProvider_java,8,611
org.apache.hadoop.hive.ql.exec.vector.mapjoin.fast.VectorMapJoinFastBytesHashTable_java,8,611
org.apache.hadoop.hive.llap.cache.EvictionDispatcher_java,8,611
org.apache.hive.hcatalog.templeton.SecureProxySupport_java,8,611
org.apache.hadoop.hive.ql.exec.vector.expressions.SelectColumnIsNotNull_java,8,611
org.apache.hadoop.hive.metastore.api.DropPartitionsResult_java,8,611
org.apache.hadoop.hive.serde2.thrift.test.Complex_java,8,611
org.apache.hadoop.hive.metastore.api.OpenTxnsResponse_java,8,611
org.apache.hadoop.hive.ql.exec.ObjectCacheFactory_java,8,611
org.apache.hadoop.hive.ql.udf.generic.GenericUDFIf_java,8,611
org.apache.hadoop.hive.metastore.api.Type_java,7,710
org.apache.hadoop.hive.ql.optimizer.calcite.rules.HivePreFilteringRule_java,7,710
org.apache.hadoop.hive.serde2.objectinspector.primitive.PrimitiveObjectInspectorFactory_java,7,710
org.apache.hadoop.hive.serde2.binarysortable.MyTestClass_java,7,710
org.apache.hadoop.hive.serde2.columnar.ColumnarSerDe_java,7,710
org.apache.hadoop.hive.ql.exec.vector.expressions.CastBooleanToVarCharViaLongToVarChar_java,7,710
org.apache.hadoop.hive.metastore.api.HeartbeatTxnRangeResponse_java,7,710
org.apache.hadoop.fs.ProxyFileSystem_java,7,710
org.apache.hadoop.hive.ql.plan.TestTezWork_java,7,710
org.apache.hadoop.hive.service.HiveServerException_java,7,710
org.apache.hadoop.hive.metastore.api.PrivilegeBag_java,7,710
org.apache.hadoop.hive.serde2.binarysortable.TestBinarySortableSerDe_java,7,710
org.apache.hadoop.hive.ql.optimizer.NonBlockingOpDeDupProc_java,7,710
org.apache.hadoop.hive.ql.optimizer.calcite.rules.HiveJoinPushTransitivePredicatesRule_java,7,710
org.apache.hadoop.hive.metastore.TestHiveMetaTool_java,7,710
org.apache.hadoop.hive.ql.parse.QBJoinTree_java,7,710
org.apache.hadoop.hive.metastore.api.GetRoleGrantsForPrincipalResponse_java,7,710
org.apache.hadoop.hive.ql.exec.vector.expressions.CastLongToChar_java,7,710
org.apache.hadoop.hive.hbase.HBaseQTestUtil_java,7,710
org.apache.hadoop.hive.metastore.api.InsertEventRequestData_java,7,710
org.apache.hive.hcatalog.mapreduce.TestHCatMultiOutputFormat_java,7,710
org.apache.hadoop.hive.llap.cache.SimpleBufferManager_java,7,710
org.apache.hadoop.hive.ql.exec.vector.expressions.CastStringGroupToChar_java,7,710
org.apache.hadoop.hive.ql.optimizer.ppr.PartExprEvalUtils_java,7,710
org.apache.hadoop.hive.ql.parse.TypeCheckCtx_java,7,710
org.apache.hadoop.hive.metastore.model.MPartitionColumnStatistics_java,7,710
org.apache.hadoop.hive.ql.io.orc.TestOrcSplitElimination_java,7,710
org.apache.hadoop.hive.serde2.lazy.LazyFactory_java,7,710
org.apache.hadoop.hive.ql.udf.UDFYear_java,7,710
org.apache.hadoop.hive.serde2.lazy.TestLazyPrimitive_java,7,710
